public double[] cpuErrs = {0.11348,0.048145,0.021715,0.0066513,0.12856,-0.0053549,-0.012961,-0.092958,-0.071458,-0.031085,-0.096231,0.049617,0.11624,0.028879,-0.12305,0.026583,-0.08452,-0.041602,0.048001,0.027564,-0.069196,0.058346,0.1737,-0.18846,-0.068732,0.0010835,-0.10645,-0.11424,0.10974,-0.011575,0.073981,-0.041661,0.13926,-0.26516,0.1245,0.09651,-0.1204,-0.099389,-0.2953,-0.11953,0.10118,0.12215,0.0055382,-0.078864,0.051323,-0.092075,0.042833,-0.037233,-0.086795,-0.15729,-0.1891,0.092051,0.035507,0.067271,0.13941,-0.0085332,-0.0059904,0.10532,-0.018648,-0.14025,0.06655,-0.10609,-0.014501,0.03464,-0.075174,-0.048771,0.002896,-0.074007,0.13293,0.058419,0.10906,-0.12599,-0.10474,0.022745,0.16212,0.23322,0.068013,-0.13179,0.038686,0.12752,-0.11468,0.062162,-0.032205,-0.024943,0.088962,0.018522,0.14717,0.097104,0.031532,0.083271,0.066443,-0.010188,0.06154,0.12863,-0.047116,0.059148,0.022968,-0.073181,-0.11575,0.015202,
0.039986,0.076675,0.0072785,-0.089801,0.023346,0.09769,0.16494,-0.056099,-0.089283,-0.040141,-0.14515,-0.025505,0.13123,-0.1315,-0.031111,-0.040499,-0.011019,0.2343,-0.10988,0.048466,0.062462,0.17161,-0.13006,0.014767,0.071844,0.023063,-0.059822,0.022786,0.054696,0.13521,0.16499,0.051367,-0.021227,-0.016924,-0.010288,-0.025553,0.071432,0.24952,-0.16228,0.089356,-0.086352,0.034587,0.045496,-0.16557,0.15964,-0.15291,-0.092539,0.064286,0.20241,0.090153,-0.077044,0.0031936,-0.1003,-0.199,-0.067406,0.01157,-0.15334,0.14692,0.10007,0.036367,-0.17523,-0.025383,-0.011309,-0.074157,-0.056402,-0.022633,-0.10499,-0.027351,-0.12436,-0.095859,-0.17889,0.06935,0.0024423,0.2148,0.095731,0.11078,-0.072219,0.045087,-0.0051377,-0.0033044,0.1005,-0.013727,0.21678,-0.045069,-0.043938,-0.12894,0.035321,0.12871,0.10547,0.013807,0.12423,0.022432,-0.14899,0.10593,0.037567,-0.21901,0.018602,-0.044638,0.0049334,-0.10829,
0.18472,0.063026,-0.018686,-0.050891,0.053309,0.027286,0.093547,-0.11666,-0.13054,0.11971,0.026147,-0.11197,0.11973,0.04438,0.13157,-0.15027,-0.0443,0.041129,0.029489,-0.099377,0.015775,-0.097516,0.039387,-0.03909,-0.13224,0.085343,-0.051522,-0.0077083,0.13575,0.04027,0.03147,-0.0072085,-0.097255,0.092431,0.0073511,0.10187,0.089773,0.14642,-0.027245,0.068398,-0.059759,0.081065,0.055314,0.20238,-0.23693,0.069722,0.015823,0.079291,0.11001,-0.11123,0.0057818,0.033346,0.010255,0.099566,-0.028503,-0.13363,0.008196,0.066831,-0.099816,0.034471,0.064945,-0.0027573,0.082207,-0.075428,0.066237,-0.033177,-0.0051758,0.00031873,0.3225,0.0062952,0.035652,-0.11958,0.11971,0.10469,-0.034094,-0.19424,0.026729,-0.021398,-0.09684,-0.11912,-0.022398,0.12427,0.17806,-0.0076191,-0.039225,0.015951,0.042647,0.01942,-0.10185,-0.0061914,0.20964,0.073574,-0.19388,0.056972,-0.032112,-0.018816,0.30472,-0.088891,-0.060914,0.010049,
0.03132,-0.096269,0.057024,0.024989,0.013087,0.21347,-0.050438,0.11585,0.11375,0.11359,0.031982,-0.10653,-0.0067901,-0.17722,-0.0027936,0.01524,0.016726,-0.212,0.15351,0.033358,-0.069332,-0.041061,0.075274,0.036146,-0.26509,0.022945,0.16523,0.029638,-0.024223,-0.061493,0.012317,-0.027161,0.14424,-0.050222,-0.016605,0.057133,0.0099897,-0.042042,0.029375,-0.029612,-0.008523,0.096278,0.0085413,-0.075453,-0.098398,0.096861,-0.066309,-0.11181,0.083367,-0.11301,-0.21396,-0.084596,-0.051855,-0.048338,0.072478,0.16685,-0.016556,0.070426,-0.047492,0.11909,0.12302,-0.018737,0.081233,0.06623,-0.063479,0.097033,0.0008849,-0.17953,-0.082794,-0.017768,0.017082,-0.070134,-0.17841,-0.0064853,0.24778,0.034414,0.081269,0.12155,0.20139,0.041412,0.30814,0.087288,-0.11455,-0.028405,-0.12679,-0.15121,-0.10641,-0.045014,0.038024,-0.090935,0.040545,0.22284,0.021702,0.0078602,0.15282,-0.079798,0.021507,0.12424,-0.016231,-0.06365,
0.25451,-0.083953,-0.13454,-0.046308,0.14159,0.00095192,-0.0042663,-0.052652,0.065114,0.23498,0.023456,-0.0075459,0.11069,-0.050105,-0.036302,-0.10515,0.12599,-0.068471,0.20564,0.064144,-0.096361,0.054724,0.0018446,0.059932,0.011275,-0.092427,-0.076422,0.11962,-0.073908,0.1551,-0.11959,-0.06477,0.018297,-0.068974,-0.059398,0.067804,0.084206,0.059388,-0.11195,-0.018434,0.026451,-0.085138,-0.070773,-0.11103,-0.12586,0.0011323,0.11731,0.024258,0.24423,0.034807,-0.042169,0.019151,-0.031616,0.13862,-0.040153,0.12285,0.17785,-0.0061901,0.06143,0.0019021,-0.21899,0.072702,-0.041087,-0.016865,-0.13117,0.034142,0.13063,0.085196,0.1818,0.066887,0.12088,-0.21998,-0.057031,0.0016231,-0.11531,0.12163,0.022571,0.16515,0.011829,-0.073997,-0.138,0.19039,-0.10478,0.13571,0.017129,-0.042205,-0.099225,-0.21879,-0.095485,-0.1357,0.055128,0.099202,0.034265,0.13366,0.0053745,0.070689,0.10198,0.096209,0.050779,-0.1517,
0.018142,0.10983,-0.28521,-0.035673,0.027653,-0.15804,0.09785,-0.081864,-0.037959,0.070637,-0.083951,-0.14334,-0.039187,-0.01329,0.1627,-0.0059939,-0.055191,-0.0010417,-0.037627,-0.033836,0.10918,-0.15423,-0.060219,0.098938,-0.073807,0.067586,0.040686,0.025729,0.059257,-0.19396,0.059924,-0.066218,-0.096627,0.0039655,0.088412,0.065852,-0.067763,-0.042982,-0.0050455,0.091466,0.035884,-0.035907,0.024524,-0.038909,-0.0020836,0.12371,-0.022095,-0.0011597,-0.065507,0.2197,-0.067131,-0.066467,-0.010179,0.023767,0.020101,-0.077833,-0.11033,-0.052178,0.087527,0.24205,0.039215,-0.15562,-0.039941,0.07615,-0.11196,-0.06138,-0.011675,-0.011048,0.11531,-0.24718,-0.030983,-0.17576,0.15873,0.044957,0.10882,-0.080257,-0.098436,0.12131,0.079458,0.13407,-0.0054911,-0.095478,0.15196,-0.13073,0.018306,-0.020571,0.090949,-0.074824,-0.13599,0.11109,-0.067593,-0.027244,-0.038463,0.18917,0.021874,0.033563,-0.055329,0.03141,-0.021936,-0.17588,
0.056549,-0.040214,0.051164,0.15082,-0.004282,-0.19867,-0.11933,0.082614,-0.16904,-0.031222,0.12084,-0.05138,-0.13301,0.16369,0.028645,-0.056999,-0.17022,0.22296,-0.057029,0.061049,0.056166,-0.061719,-0.12864,0.027339,0.038131,0.099429,0.010751,-0.014775,0.0034796,-0.0061798,0.026472,-0.01472,0.026858,-0.032052,0.04956,0.032757,0.19027,0.11318,0.097756,0.10727,-0.029356,-0.10564,0.044719,0.03035,0.0082093,0.17089,-0.049971,-0.051696,-0.080686,-0.0040165,-0.18722,0.069015,-0.0010628,0.31247,-0.033875,-0.011693,0.01153,-0.049869,-0.09917,0.17386,-0.049319,-0.047433,-0.0089315,-0.11747,-0.061242,0.1472,0.07845,0.047239,0.13328,0.036215,0.1195,-0.16586,-0.11403,0.0044404,0.031126,0.11581,0.1904,-0.036634,0.035498,-0.037758,0.090643,0.11718,0.018228,-0.10614,-0.020713,-0.097263,-0.03516,-0.078356,-0.095593,0.026135,-0.1841,-0.074071,0.10343,-0.0076943,0.018313,0.077705,0.05345,0.12685,-0.19391,-0.00055954,
-0.015569,0.068161,-0.059314,-0.040619,0.017618,0.074683,0.11723,0.00069441,-0.029777,-0.0904,-0.092573,-0.28541,-0.12906,-0.084681,-0.14468,0.084135,-0.032687,-0.053739,-0.13759,-0.10734,0.11894,0.018585,-0.060099,-0.1826,-0.028812,-0.00085145,-0.047698,0.023146,-0.039529,0.15239,0.036425,0.047624,0.053677,0.0086621,0.069641,0.10813,0.09401,-0.01815,0.11951,0.049947,0.0011547,0.067972,-0.057691,-0.090165,0.091328,0.014186,0.055664,-0.0023928,-0.16824,-0.052363,0.023208,-0.014272,-0.1041,0.069364,-0.0037631,-0.029399,-0.10665,-0.06175,0.12969,0.061273,0.1695,0.01302,0.0097574,0.0066774,-0.021953,0.03691,0.12107,-0.063101,-0.059217,0.075364,-0.034957,-0.068627,0.088078,-0.028549,-0.057649,0.0089254,-0.036106,0.13047,0.23164,0.071454,0.055058,0.090401,0.0073848,-0.094716,0.049613,-0.132,0.14304,-0.063306,0.13522,0.0029854,0.082285,-0.27867,0.048623,-0.16354,-0.17765,0.074915,0.011889,0.045622,-0.20039,0.24302,
0.065588,-0.056027,-0.016912,0.009642,-0.089114,0.074621,0.09722,-0.10316,0.092657,-0.002585,-0.025264,-0.073715,-0.074183,-0.010062,-0.088993,0.11266,-0.097413,-0.031558,-0.23468,-0.0056056,0.021929,-0.16327,-0.080382,0.058247,-0.1572,0.1252,-0.16857,-0.1718,-0.069388,-0.0094124,0.24439,-0.12157,-0.074683,-0.046462,0.093429,0.035529,0.14037,-0.022525,-0.0086563,0.0237,-0.095722,0.060653,0.021589,0.082299,-0.035185,0.073286,0.097125,0.017564,0.097014,-0.05274,0.080229,-0.048514,-0.049373,-0.053257,0.074612,-0.078147,-0.018008,0.068084,0.056067,-0.16385,-0.078178,-6.007e-05,0.047645,0.16196,0.019201,-0.07293,0.17001,-0.07531,0.014162,0.045404,-0.18074,0.0088116,0.076105,-0.063373,0.064903,-0.04741,-0.032214,0.13748,-0.010158,-0.010822,0.13722,-0.15025,-0.090082,-0.036234,0.027787,-0.088534,-0.1568,-0.031285,-0.21108,-0.033503,0.0020978,0.16704,-0.035284,0.015296,0.098689,-0.015359,-0.021523,0.10322,-0.10529,-0.0055139,
-0.051224,-0.10789,-0.12596,0.038742,0.052123,-0.11112,-0.14703,-0.081218,0.08452,-0.040163,0.013826,-0.040196,0.086217,-0.13301,-0.068918,0.18023,-0.049761,0.088235,0.11072,0.013441,0.060793,-0.0078052,0.034829,-0.060119,-0.11756,0.11055,-0.010478,0.17875,-0.22169,0.05153,0.078198,0.12197,-0.014992,0.064295,-0.073778,0.091245,0.012217,0.033207,0.04887,0.13691,-0.10851,-0.12956,-0.054112,-0.12529,-0.25281,-0.041995,-0.051838,0.14803,-0.16142,-0.058874,-0.18846,0.031036,-0.028792,-0.081166,-0.0556,-0.0090131,-0.010456,0.018657,-0.27616,0.10992,-0.081838,0.035506,0.15495,0.19678,0.17866,-0.061836,0.0045302,0.09465,0.15983,-0.16565,-0.14719,-0.17361,0.096368,-0.031324,-0.01299,-0.053248,0.0077662,-0.032505,-0.099049,-0.090314,0.02904,0.019291,0.011325,-0.12644,0.00026252,0.075269,-0.01142,-0.010574,-0.17531,0.10907,0.04307,0.0039595,-0.011377,0.0031635,0.089488,0.034066,-0.013661,0.12657,-0.047051,0.12009,
